"is_canceled","lead_time","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","booking_changes","deposit_type","company","days_in_waiting_list","customer_type","required_car_parking_spaces","total_of_special_requests","reservation_status","name","email","phone.number","credit_card"
0,13,"June",24,15,0,3,2,1,0,"BB","PRT","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Kimberly Craig MD","KMD69@hotmail.com","467-096-7270","************9373"
0,6,"October",41,5,1,0,2,0,0,"BB","ITA","Online TA",0,0,0,0,"No Deposit",NA,0,"Contract",0,2,"Check-Out","Paul Wilson","Wilson.Paul@verizon.com","603-938-5454","************1971"
0,90,"March",12,25,2,1,2,0,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Jason Davis","Davis_Jason@hotmail.com","921-583-4999","************8439"
1,223,"September",36,2,4,12,2,0,0,"SC","BEL","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Austin Clark","Austin.Clark@hotmail.com","371-342-9378","************9781"
0,215,"November",48,21,1,1,1,0,0,"BB","ITA","Groups",0,0,0,1,"No Deposit",233,0,"Transient",0,0,"Check-Out","Nathan Griffin","Griffin.Nathan44@zoho.com","761-012-2654","************8081"
1,37,"December",51,14,0,4,1,0,0,"BB","MAR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Ashley Ochoa","Ashley.Ochoa18@yahoo.com","145-402-4697","************6688"
1,163,"June",24,5,2,2,1,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Eric Harris","Harris.Eric@comcast.net","704-367-7612","************2454"
0,147,"June",24,16,1,2,2,0,0,"SC","USA","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Amanda Perez","AmandaPerez@mail.com","181-949-7387","************8767"
0,36,"September",40,28,0,3,1,0,0,"BB","DEU","Groups",0,0,0,2,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Daniel Tran","DanielTran@yandex.com","158-719-3169","************1944"
1,48,"October",41,4,0,3,2,0,0,"SC","ITA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","David Walls","DavidWalls@protonmail.com","578-845-6231","************2967"
0,30,"August",32,5,0,2,2,0,0,"BB","ESP","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",1,1,"Check-Out","Jennifer Smith","JenniferSmith57@yahoo.com","152-390-7677","************8980"
0,11,"January",4,23,0,1,2,0,0,"BB","PRT","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Laura Boone","LBoone@yandex.com","879-631-9149","************4309"
0,22,"March",12,16,0,2,1,0,0,"BB","PRT","Corporate",0,0,0,1,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Jennifer Guzman","Guzman.Jennifer@xfinity.com","808-622-8701","************3637"
0,1,"May",21,22,1,1,2,0,0,"BB","PRT","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Curtis Williams","Williams_Curtis@gmail.com","415-886-6940","************1126"
0,3,"June",24,17,2,2,2,0,0,"BB","PRT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Richard Burgess","RBurgess@yahoo.com","898-563-9326","************4872"
1,124,"May",23,31,0,3,2,1,0,"BB","ITA","Online TA",0,0,0,1,"No Deposit",NA,0,"Transient",0,0,"Canceled","Paige Sanchez","Paige_S58@xfinity.com","655-741-6541","************2361"
1,6,"May",19,10,0,1,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Mrs. Stephanie Campos DVM","DVM.Mrs.@protonmail.com","690-454-0602","************8493"
0,7,"April",17,26,0,2,1,0,0,"BB","PRT","Corporate",0,0,0,0,"No Deposit",40,0,"Transient",1,0,"Check-Out","Jamie Hall","Jamie_Hall@verizon.com","759-029-2942","************2496"
0,41,"October",44,26,0,3,2,0,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Amanda Hughes","AHughes@zoho.com","155-260-1247","************9094"
1,83,"June",24,7,0,2,1,0,0,"BB","CN","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","John Cunningham","John_C@outlook.com","600-406-8755","************7826"
0,66,"October",41,9,1,2,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Gary Young","Gary_Y57@outlook.com","189-315-5045","************1225"
0,58,"July",30,24,1,2,3,0,0,"BB","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Wendy Garrett","Garrett_Wendy@comcast.net","937-229-2530","************9191"
0,136,"August",34,20,2,5,2,0,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Chelsea Munoz","Munoz_Chelsea73@yandex.com","756-236-2846","************4158"
1,273,"May",19,9,0,1,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Mark Contreras","MContreras@comcast.net","628-397-2978","************1936"
0,159,"August",32,5,0,1,2,0,0,"SC","CN","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Mary Ortiz","MOrtiz97@hotmail.com","983-533-9712","************9765"
0,308,"November",48,23,0,3,1,0,0,"BB","NOR","Online TA",0,0,0,1,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Derrick Shaffer","Derrick.S79@comcast.net","117-130-5526","************3632"
0,518,"August",34,26,2,1,2,0,0,"BB","AUS","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Linda Perkins","Linda_Perkins@att.com","140-024-1591","************5288"
1,333,"September",39,20,0,2,2,0,0,"BB","PRT","Offline TA/TO",0,1,0,0,"Non Refund",NA,19,"Transient",0,0,"Canceled","Jerry Perez","Jerry_Perez@verizon.com","890-972-4316","************5536"
0,19,"October",42,12,1,2,1,0,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Contract",0,0,"Check-Out","Megan Weeks","MeganWeeks@zoho.com","263-209-4778","************8721"
0,275,"January",2,13,0,1,2,0,0,"BB","AUS","Direct",0,0,0,3,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Andre Garza","Andre.G@zoho.com","618-860-4887","************9158"
1,316,"May",21,19,0,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Susan Castro","Castro_Susan@aol.com","163-989-2102","************6854"
1,163,"April",15,13,1,3,2,0,0,"BB","DEU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Canceled","Diane Leon","Diane.L13@gmail.com","770-103-0444","************4236"
0,20,"September",39,24,2,1,2,0,0,"SC","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Mike Moore","Mike.Moore33@zoho.com","219-960-5869","************2785"
1,26,"May",21,22,1,0,1,0,0,"SC","IRL","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Hannah Nelson","HannahNelson55@comcast.net","686-256-3895","************5319"
0,14,"October",42,15,0,2,1,0,0,"BB","DZA","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Andrew Perez","Perez_Andrew90@gmail.com","753-213-5380","************1278"
1,250,"September",40,26,1,3,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Crystal Baker","Crystal_B60@aol.com","359-595-5484","************9821"
0,215,"November",48,21,1,2,1,0,0,"BB","POL","Groups",0,0,0,2,"No Deposit",233,0,"Transient",0,0,"Check-Out","Mike Mcintyre","MMcintyre57@hotmail.com","993-831-2098","************4674"
0,130,"May",19,6,0,2,2,0,0,"BB","ESP","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Eileen Olson","Olson.Eileen@hotmail.com","484-996-0658","************4174"
1,68,"March",12,19,2,1,1,0,0,"BB","AGO","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Victoria Carney","Carney.Victoria@protonmail.com","233-224-9181","************2949"
1,189,"October",44,28,1,2,2,0,0,"BB","AUT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Kimberly Owens","Owens.Kimberly@protonmail.com","359-792-7325","************4170"
0,162,"July",29,19,2,4,2,0,0,"BB","NLD","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Brenda Taylor","Brenda_Taylor@zoho.com","905-763-6953","************2556"
0,104,"May",21,16,1,2,2,0,0,"BB","FRA","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Robert Blackburn","Blackburn.Robert17@verizon.com","215-111-0403","************8200"
1,3,"September",39,25,2,3,1,0,0,"BB","PRT","Groups",1,1,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Canceled","Julie Johnson","Johnson_Julie@xfinity.com","638-676-3146","************1739"
0,54,"January",4,27,0,2,2,0,0,"BB","GBR","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,3,"Check-Out","Joshua Williams","Joshua.W83@gmail.com","644-095-5890","************4301"
0,76,"September",38,16,0,2,1,0,0,"BB","PRT","Groups",0,0,0,1,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Carol Shaw","Carol_Shaw@xfinity.com","160-958-9780","************9657"
1,129,"April",14,8,2,3,2,2,0,"BB","PRT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","John Jones","John.J@gmail.com","718-502-3951","************8964"
1,272,"July",29,16,0,2,2,0,0,"BB","PRT","Groups",1,1,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Canceled","Pamela Lopez","PLopez@xfinity.com","979-691-6515","************4047"
1,131,"March",9,2,0,1,2,0,0,"SC","POL","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Canceled","Mary Jones","Mary.Jones52@aol.com","249-541-1690","************3648"
1,49,"March",12,17,0,1,2,0,0,"SC","ESP","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Patricia Trujillo","Patricia.T76@protonmail.com","777-525-3400","************2405"
0,6,"October",44,28,0,3,2,0,0,"HB","ISR","Groups",0,0,0,0,"No Deposit",NA,6,"Transient-Party",0,0,"Check-Out","Eric Cain","Eric.Cain@verizon.com","302-731-1570","************6679"
0,338,"October",41,7,1,2,2,0,0,"BB","FRA","Offline TA/TO",0,0,0,0,"No Deposit",NA,68,"Transient-Party",0,0,"Check-Out","Terry Escobar","Escobar.Terry80@gmail.com","702-477-8194","************4874"
0,1,"March",9,3,0,1,2,0,0,"BB","PRT","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Paul Salas","Paul.Salas@protonmail.com","751-216-1924","************8170"
0,12,"April",17,29,1,1,2,2,0,"BB","ITA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Jose Hill","Hill_Jose28@yahoo.com","726-391-6870","************1208"
0,5,"September",37,6,2,0,1,0,0,"HB","PRT","Direct",0,0,0,1,"No Deposit",NA,0,"Transient",1,0,"Check-Out","James Carroll DDS","JamesDDS55@att.com","263-432-3815","************8399"
1,83,"December",53,26,1,3,2,0,0,"BB","ESP","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Sharon Gonzales","Sharon_Gonzales@outlook.com","531-335-9116","************4928"
1,248,"December",53,27,0,5,2,0,0,"SC","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Susan Sanchez","Sanchez_Susan71@mail.com","674-246-3768","************1387"
1,159,"October",43,16,2,2,2,0,0,"BB","PRT","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Lisa Walker","LWalker@att.com","582-962-2619","************9281"
1,123,"January",1,2,1,1,2,0,0,"BB","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Tracey Richardson","Tracey_R@yahoo.com","102-116-0780","************6149"
0,23,"October",41,4,2,2,2,0,0,"BB","ITA","Online TA",0,0,0,0,"No Deposit",NA,0,"Contract",0,2,"Check-Out","Lauren Peters","Lauren.P@aol.com","610-975-8451","************2454"
1,116,"February",10,28,2,1,1,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"No-Show","Cameron Olson","Olson_Cameron14@yahoo.com","327-994-1722","************5893"
0,25,"June",26,25,2,1,2,0,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Paul Evans","PEvans@comcast.net","343-812-1109","************1037"
0,30,"May",20,11,0,2,2,0,0,"SC","ESP","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Todd Jennings","Todd.Jennings@yandex.com","866-654-1058","************3693"
0,107,"April",18,25,1,3,2,0,0,"BB","CHE","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","James Stevenson","JStevenson@att.com","575-338-3817","************4621"
1,215,"June",26,28,0,4,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","David Cabrera","David_C@outlook.com","656-770-9787","************5009"
0,51,"November",47,15,0,3,2,0,0,"SC","IRL","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Matthew Sims","Matthew_Sims47@yahoo.com","206-063-4401","************9714"
0,1,"February",6,8,0,1,1,0,0,"BB","PRT","Corporate",1,0,3,0,"No Deposit",219,0,"Transient",0,1,"Check-Out","Mark Morales","MarkMorales@comcast.net","381-636-7517","************3212"
0,132,"July",30,23,0,1,2,0,0,"HB","PRT","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Christopher Green","Christopher_Green93@mail.com","447-069-4937","************8046"
1,3,"November",49,30,3,8,2,0,0,"BB","PRT","Direct",1,1,0,0,"No Deposit",NA,0,"Transient",0,2,"Canceled","Joseph Williams","Joseph.Williams44@xfinity.com","803-895-4563","************7924"
1,144,"October",44,28,1,2,2,0,0,"SC","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Anthony Reid","Anthony.R@protonmail.com","740-671-9942","************1936"
0,181,"October",42,11,0,1,1,0,0,"BB","ITA","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Ernest White","EWhite44@mail.com","211-954-0786","************2055"
1,493,"August",31,1,0,1,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Brian Shields","Shields.Brian@verizon.com","381-780-2721","************5457"
1,60,"July",30,29,2,1,2,0,0,"SC","CHE","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Melanie Bryant","Melanie.B@zoho.com","555-412-0312","************9242"
0,85,"September",37,9,0,2,1,0,0,"BB","PRT","Corporate",0,0,0,0,"No Deposit",68,0,"Transient-Party",0,0,"Check-Out","Elizabeth Rios","ERios@xfinity.com","675-409-4399","************4356"
0,73,"August",33,11,0,3,1,0,0,"BB","FRA","Direct",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Gary Garcia","Gary.G@protonmail.com","324-052-2088","************8221"
1,277,"November",46,7,1,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Caleb Perry","Caleb_P@mail.com","453-786-6609","************8094"
1,99,"February",8,19,0,1,2,0,0,"BB","PRT","Corporate",0,1,0,0,"No Deposit",67,0,"Transient-Party",0,0,"Canceled","Darren Weaver","DWeaver13@mail.com","376-712-9872","************3381"
0,3,"March",14,28,1,3,3,0,0,"BB","AUT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",1,2,"Check-Out","Madeline Johnson","Madeline_Johnson@yandex.com","974-632-1178","************4345"
0,51,"October",42,13,0,1,3,0,0,"BB","DEU","Online TA",0,0,1,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Veronica Nguyen","Veronica_Nguyen@zoho.com","699-893-5467","************2739"
0,9,"September",40,30,0,2,1,0,0,"BB","AZE","Online TA",0,0,0,0,"No Deposit",NA,0,"Contract",0,2,"Check-Out","Lori Davis","Lori.D@yahoo.com","312-528-6109","************9200"
1,7,"August",35,28,0,1,1,0,0,"BB","PRT","Corporate",1,1,2,0,"No Deposit",40,0,"Transient",0,0,"Canceled","Douglas Roy","Roy.Douglas27@yahoo.com","525-334-4568","************1709"
0,126,"June",24,17,2,2,2,0,0,"BB","NLD","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Emily Lee","Lee_Emily@comcast.net","359-970-9661","************1874"
0,175,"August",32,2,0,4,3,0,0,"BB","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","John Jackson","JohnJackson@yahoo.com","553-310-6656","************9905"
1,133,"August",35,23,0,4,2,0,0,"BB","ITA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Karen Solis","Karen.S@att.com","742-617-7709","************5874"
0,3,"October",44,27,0,2,1,0,0,"BB","BEL","Aviation",0,0,0,0,"No Deposit",153,0,"Transient",0,0,"Check-Out","Tim Neal","Tim_N98@verizon.com","430-591-6280","************2241"
1,43,"April",17,27,0,1,1,0,0,"BB","DEU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"No-Show","Thomas Long","ThomasLong@outlook.com","515-784-9461","************8032"
1,89,"September",40,27,1,0,1,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Adam Diaz","Diaz.Adam48@comcast.net","612-860-3488","************9683"
0,116,"March",12,24,0,2,1,0,0,"BB","FRA","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Charles Young","Charles_Y@gmail.com","671-113-4350","************4037"
0,154,"December",50,8,0,2,2,0,0,"SC","ITA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Nicholas Schmidt","Nicholas.Schmidt@aol.com","620-178-2628","************5199"
1,56,"February",5,1,0,3,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Robin Robertson","Robin_Robertson@protonmail.com","452-395-4037","************1067"
0,6,"December",50,8,0,2,1,0,0,"BB","PRT","Corporate",1,0,4,0,"No Deposit",40,0,"Transient",0,0,"Check-Out","Lonnie Thomas","Lonnie_Thomas@hotmail.com","139-501-1586","************4621"
1,364,"October",42,16,0,2,2,0,0,"HB","PRT","Offline TA/TO",0,1,0,0,"Non Refund",NA,0,"Transient-Party",0,0,"Canceled","Julie Lee","JLee91@yahoo.com","672-165-6834","************7091"
1,278,"July",30,22,0,2,2,0,0,"BB","PRT","Groups",0,1,0,0,"No Deposit",NA,0,"Contract",0,0,"Canceled","Johnathan Eaton","JEaton@att.com","672-487-3671","************1791"
0,173,"November",45,1,0,5,2,0,0,"SC","NLD","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Daniel Blevins","Blevins.Daniel49@yandex.com","840-563-6712","************4513"
0,41,"June",26,20,1,3,2,0,0,"BB","PRT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",1,1,"Check-Out","Becky Nelson","Becky.Nelson@protonmail.com","483-630-0997","************8266"
1,78,"April",17,29,2,1,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Megan Cortez","Cortez_Megan@hotmail.com","765-462-3576","************9959"
0,121,"June",22,3,2,1,2,0,0,"SC","SWE","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Jack Hanson","Jack_Hanson@mail.com","685-519-0444","************3789"
1,6,"July",29,16,1,0,1,0,0,"BB","DEU","Online TA",0,0,0,0,"Non Refund",NA,0,"Transient",0,1,"Canceled","Tommy Simpson","Simpson.Tommy@aol.com","424-279-8401","************1585"
0,79,"April",16,15,1,2,3,0,0,"BB","POL","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Adrienne Contreras","Contreras.Adrienne@att.com","723-916-4816","************1204"
0,0,"June",22,3,0,1,1,0,0,"BB","TUR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Kenneth Stewart","Stewart.Kenneth@protonmail.com","712-255-0981","************3359"
1,129,"June",27,27,1,4,2,0,0,"SC","USA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","John Nelson","JNelson@verizon.com","630-327-7426","************7835"
1,3,"November",48,23,6,18,2,0,0,"SC","SAU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Andrew Bennett","Andrew.Bennett@yahoo.com","183-773-3914","************9598"
1,286,"July",31,30,0,2,2,0,0,"BB","PRT","Groups",0,1,0,0,"Non Refund",NA,0,"Contract",0,0,"Canceled","Cheryl Fisher","Fisher_Cheryl@zoho.com","929-868-2201","************4746"
1,300,"November",46,11,0,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Timothy Jordan","Jordan.Timothy@comcast.net","441-753-1051","************9579"
1,205,"September",38,16,1,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Brandon Brewer","Brandon_Brewer@comcast.net","338-565-0330","************8247"
0,330,"May",19,11,0,3,2,0,0,"BB","NOR","Online TA",0,0,0,16,"No Deposit",NA,0,"Transient",0,3,"Check-Out","Chad Clarke","ChadClarke55@xfinity.com","495-092-4748","************7816"
0,1,"October",43,16,2,3,2,0,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Tina Jefferson","Jefferson.Tina@yandex.com","559-521-3789","************6422"
0,96,"March",11,17,1,2,2,0,0,"BB","BEL","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Karen Solomon MD","Karen.M@hotmail.com","360-514-8868","************7356"
0,11,"June",24,11,2,2,2,0,0,"BB","UKR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Jodi Johnson","JJohnson@yahoo.com","863-838-3231","************1730"
0,1,"August",32,2,0,1,1,0,0,"BB","AGO","Corporate",0,0,0,0,"No Deposit",71,0,"Transient",0,0,"Check-Out","Jeffrey Leonard","JLeonard61@verizon.com","671-174-7528","************5342"
0,54,"March",13,28,0,4,2,0,0,"SC","DEU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Sharon Brooks","Sharon.Brooks@att.com","293-797-0144","************4647"
0,67,"November",45,1,0,4,2,0,0,"BB","IRL","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,3,"Check-Out","Gary Rodriguez","GaryRodriguez@yahoo.com","771-096-5488","************1612"
1,129,"January",2,8,2,1,1,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Joshua Gutierrez","Joshua_G@comcast.net","921-846-3878","************8303"
1,61,"September",36,5,2,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Canceled","Olivia Stout","Olivia.S@aol.com","329-541-0096","************3166"
1,42,"June",22,2,2,3,2,0,0,"SC","DEU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Mark Castillo","Mark_C55@gmail.com","929-050-7136","************4333"
0,54,"September",36,1,0,1,3,0,0,"BB","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Robert Harrison","Robert_Harrison95@att.com","823-505-0617","************2106"
1,16,"March",10,3,0,3,2,0,0,"BB","ITA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Alicia Mcgee","Alicia_Mcgee@xfinity.com","357-051-5585","************2531"
1,357,"May",21,24,0,2,2,0,0,"BB","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Ashley Stevens","Ashley.S50@gmail.com","376-099-8091","************1848"
1,38,"May",21,16,1,3,2,2,0,"BB","RUS","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Mr. Michael Hunt","Mr..H@verizon.com","143-329-6072","************5487"
0,122,"June",22,2,1,2,2,0,0,"BB","DEU","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Brian Ayala","Ayala_Brian@att.com","115-806-5132","************9640"
1,240,"July",27,5,0,4,2,0,0,"BB","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Daniel Bennett","Bennett.Daniel@yahoo.com","908-576-8450","************6438"
1,457,"October",43,21,0,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,391,"Transient",0,0,"Canceled","Amanda Cox","Amanda_Cox@hotmail.com","746-127-0643","************2244"
0,43,"June",22,3,1,1,3,0,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Paul Morris","PMorris95@comcast.net","716-055-4701","************5215"
1,26,"July",28,13,0,1,3,0,0,"BB","TWN","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Robert Smith","Robert.Smith@yandex.com","224-097-2501","************9608"
1,605,"October",43,17,1,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Randall Ryan DDS","DDS.Randall@verizon.com","672-692-9282","************4493"
0,19,"December",51,16,0,2,2,0,0,"BB","ROU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",1,0,"Check-Out","Darryl Bryant","Darryl.B@comcast.net","268-356-4155","************3531"
1,180,"July",29,22,2,4,3,0,0,"HB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Mrs. Toni Carter MD","MMD@comcast.net","727-985-9325","************7691"
0,16,"September",37,7,1,3,2,0,0,"BB","BEL","Online TA",0,0,0,1,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Cindy Robinson","Cindy.Robinson@comcast.net","923-888-6331","************2554"
0,46,"December",52,18,4,6,2,0,0,"SC","ITA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Erin Orr","Erin_Orr@yandex.com","802-642-9741","************4314"
0,221,"June",23,5,1,3,2,0,0,"SC","DEU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Katherine Hoffman","Katherine.Hoffman@gmail.com","423-616-4877","************8752"
0,3,"November",48,26,2,1,2,0,0,"BB","FRA","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Patricia Serrano","Serrano_Patricia30@hotmail.com","135-178-9044","************1728"
0,12,"July",29,21,0,1,2,0,0,"BB","PRT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Kenneth Ross","Ross_Kenneth58@yandex.com","804-425-4412","************6426"
